"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"147" 72400004 1 3 0 5 0 0.052 -0.5707 0.7703 -0.7572 -0.0273 -1.0118 -0.5315 -0.6315 -0.2023 -0.6576 1 90 90 60 323.977 362.503 363.206 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"148" 72400004 1 1 0 5 0 -0.4939 1.4326 0.7703 0.3928 0.0739 1.1793 0.3486 0.0634 0.7015 1.0346 1 200 250 200 483.123 439.654 496.892 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"149" 72400004 1 2 0 6 0 0.4637 -0.9694 -0.7823 -1.1884 -0.8795 -0.9386 -1.1117 -0.4782 1.314 1.0346 2 200 200 150 499.165 432.273 433.351 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"150" 72400004 0 1 0 5 0 0.1097 -0.4509 -0.7823 -0.5458 -0.1635 -0.1357 -1.1266 -0.5279 -0.6262 -0.6576 1 200 200 0 465.633 444.544 439.392 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"151" 72400004 0 1 0 5 0 0.8207 0.6653 -0.7823 -0.4526 -0.5474 -0.1357 -0.2352 -0.7548 -1.1481 1.0346 1 200 200 150 551.561 479.772 425.251 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"152" 72400004 0 1 0 4 0 -1.4869 2.7249 -0.7823 -0.3626 -1.2379 1.1793 -0.1504 -1.0491 -0.2023 1.0346 1 200 200 300 493.352 464.252 506.262 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"153" 72400004 1 1 0 5 0 -0.687 -0.6436 -0.7823 -0.1678 -1.2379 0.031 0.4661 -0.4831 -0.4377 -0.6576 2 200 200 300 567.763 416.123 447.178 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"154" 72400004 0 1 0 2 1 -0.3498 0.6818 -0.7823 -0.145 -0.5491 -1.0118 0.2999 -1.5084 -0.9734 1.0346 2 240 240 240 412.959 431.649 496.276 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"155" 72400004 1 1 0 6 0 1.1911 2.7249 -0.7823 0.3374 1.0094 -0.1357 -0.3292 0.5923 1.0786 1.0346 1 200 200 150 532.232 461.613 505.084 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"156" 72400004 1 1 0 6 0 1.1911 -0.5364 1.8279 0.2496 1.0094 -0.1357 -0.6394 0.9174 1.314 -1.5824 0 220 220 0 612.278 604.104 600.91 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"158" 72400004 0 3 0 5 0 -0.5311 -0.7362 0.8615 -1.798 -1.7521 -1.0527 -1.0971 -1.0719 0.0405 1.0346 2 160 160 0 329.682 449.133 378.089 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"159" 72400004 1 3 0 4 0 -1.1597 0.6678 -0.7823 -1.5949 -1.2379 -1.3525 -1.1078 -1.6528 -0.7769 1.0346 2 240 240 120 478.008 437.357 473.42 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"160" 72400004 0 3 3 2 0 1.8905 -0.0358 0.1462 -0.2495 -0.7684 -1.0118 0.3827 -1.4464 -0.7475 0.2127 2 200 200 300 513.813 530.873 482.903 23 12.6935 0.4292 0.2633 -0.6744 0.2266 0.1571
"194" 72400006 1 1 0 4 0 -0.687 0.6818 -0.7823 0.8692 1.0094 1.1793 0.4463 -0.462 0.6259 -0.6576 0 240 240 180 438.511 509.041 452.144 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"198" 72400006 0 2 0 2 1 0.4637 0.6818 1.203 -1.0325 0.1817 -1.3311 -0.9126 -1.5152 -0.2023 0.5029 2 225 225 180 427.148 577.643 401.749 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"200" 72400006 1 1 0 6 0 0.9606 -0.4509 0.2907 2.4142 1.802 1.1793 1.7166 1.8335 1.314 0.2169 1 220 220 165 574.103 614.576 612.935 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"201" 72400006 1 1 0 6 0 -0.3799 2.7249 -0.7823 1.459 1.802 1.1793 0.3869 1.3913 1.314 -1.3914 0 240 240 0 634.42 568.461 477.964 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"204" 72400006 0 1 0 6 0 0.4637 -0.1596 0.7703 0.4749 0.7064 1.1793 -0.0851 1.0981 1.314 1.0346 1 240 240 360 518.13 567.261 472.391 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"205" 72400006 1 1 0 6 0 0.4637 0.9303 0.7703 1.0475 1.802 1.1793 0.4364 0.9433 1.314 1.0346 0 240 240 180 491.998 504.516 518.141 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"207" 72400006 0 1 0 6 0 1.8905 -0.445 0.7703 2.8525 1.802 1.1793 1.6654 2.0971 0.4604 1.0346 0 240 240 480 555.317 502.331 551.62 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"208" 72400006 0 1 0 6 0 0.3335 0.4862 -0.7823 0.6526 1.0094 -0.1357 0.1095 1.2798 -0.3971 1.0346 0 240 240 180 511.73 534.609 453.142 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"209" 72400006 0 1 0 6 0 0.4637 -0.3184 -0.7823 0.7432 0.7064 1.1793 0.1045 0.8929 1.314 1.0346 0 240 240 180 501.056 504.853 549.177 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"212" 72400006 0 1 0 6 0 -0.687 0.4581 -0.7823 1.3497 1.802 1.1793 0.4688 1.3799 0.3485 -1.5824 1 240 240 360 608.059 592.096 593.839 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"216" 72400006 1 1 0 5 0 -0.687 -0.3184 -0.7823 -0.4342 -0.2839 -1.0118 -0.1539 -0.56 1.314 1.0346 0 240 240 600 587.848 657 639.426 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"217" 72400006 1 1 0 4 0 1.4083 -0.6765 1.1928 -0.6131 -0.5685 -1.2696 -0.4368 -0.51 1.314 1.0346 0 240 240 360 628.873 661.797 626.176 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"218" 72400006 1 1 0 4 1 1.4083 2.7249 -0.7823 -0.437 0.5143 -0.6853 -0.8919 -1.0757 0.7015 0.5029 0 240 300 240 434.824 401.862 471.466 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"220" 72400006 1 1 0 5 0 -0.687 0.6818 -0.7823 0.4233 0.7064 1.1793 0.1307 -0.1213 1.314 1.0346 0 240 240 180 465.528 493.493 487.536 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"226" 72400006 0 1 0 6 0 0.4637 0.6818 0.1462 -0.2362 -0.7075 0.0477 0.2195 0.5916 -1.3684 -1.2947 0 240 240 180 506.641 468.968 514.533 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"227" 72400006 0 1 0 6 0 0.052 0.4799 -0.7823 0.9481 -0.2839 1.1793 1.7166 0.8723 1.314 0.6364 0 240 240 360 377.924 448.369 448.76 28 18.8209 0.6191 0.6231 1.3545 1.2159 0.9042
"233" 72400007 1 1 0 5 0 -0.3799 -0.7654 1.4812 0.8073 1.802 1.1793 -0.079 0.4918 0.1274 1.0346 0 220 165 330 485.54 568.14 434.839 18 8.6535 0.1 0.0055 -0.7293 0.2266 0.9042
"253" 72400007 1 1 0 5 1 -0.2459 -0.1769 3.8591 -0.4957 -0.8795 -0.208 -0.1018 -1.9672 1.314 1.0346 0 360 360 360 464.028 488.759 503.958 18 8.6535 0.1 0.0055 -0.7293 0.2266 0.9042
"266" 72400008 0 1 0 5 0 1.0944 -0.6693 0.2907 0.8419 0.3171 0.1806 0.6295 0.9664 -0.1719 1.0346 0 200 200 300 623.837 507.393 587.043 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"267" 72400008 1 1 0 5 0 0.1097 -0.3184 -0.7823 1.8927 1.802 1.1793 0.7763 0.9512 1.314 1.0346 0 220 220 440 495.358 385.799 411.482 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"268" 72400008 1 1 0 5 0 0.4637 -0.9879 1.7669 -0.4413 0.1758 1.1793 -1.0479 -0.6733 -0.2023 -0.6576 1 220 220 165 490.756 443.698 555.156 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"271" 72400008 1 2 0 6 0 -0.4342 -0.8273 0.7703 -0.2818 0.036 0.0477 -0.3685 0.8844 -0.9422 0.2127 1 300 300 180 545.65 507.161 539.435 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"274" 72400008 1 3 0 6 0 0.4637 -0.0358 1.4812 -2.4333 -1.7521 -1.6291 -1.8742 -0.2211 0.3485 0.2127 1 150 50 300 337.197 387.472 444.418 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"275" 72400008 0 1 0 2 0 -0.7592 2.7249 -0.7823 0.281 0.7064 -0.1357 0.0182 -1.1918 1.314 1.0346 0 220 220 660 515.214 405.107 436.246 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"277" 72400008 1 1 0 5 0 1.8905 0.9303 0.8233 -0.018 1.0094 -1.0118 -0.1605 -0.2234 1.314 -1.2947 0 200 200 400 563.63 537.424 493.926 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"278" 72400008 0 1 0 5 0 1.8905 0.9423 -0.7823 0.3681 0.2916 0.0477 0.0159 -0.266 1.314 0.2169 0 220 220 165 639.007 529.072 591.373 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"279" 72400008 0 1 0 2 0 1.1911 -0.4509 0.7703 -1.0956 -1.7521 -0.1357 -0.9569 -1.86 -0.6262 -1.7696 0 240 240 420 474.827 536.296 556.152 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"280" 72400008 0 1 3 4 0 0.4637 -0.0358 -0.7823 -0.1529 0.2981 0.0477 -0.5644 -0.5317 1.314 1.0346 2 100 100 100 476.731 451.998 434.448 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"282" 72400008 1 1 0 4 0 -0.4342 0.3151 -0.7823 -0.2629 -0.1824 1.1793 -0.4368 -0.0505 -0.2023 -0.6576 0 220 220 220 579.12 478.096 574.565 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"286" 72400008 1 1 0 5 1 -0.2006 0.1837 0.2907 0.1825 0.1986 -0.1357 -0.0798 -0.2624 1.314 -1.2947 0 240 240 180 484.472 511.334 465.509 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"287" 72400008 0 1 0 6 0 -0.3498 -0.1606 0.7294 1.5254 1.0094 1.1793 0.9896 1.4961 -0.7475 0.3622 0 220 220 165 621.721 518.04 503.257 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"288" 72400008 1 1 0 2 1 -1.8939 -0.0787 -0.7823 0.4842 1.802 -0.6122 0.1432 -1.0588 0.7015 1.0346 1 200 100 100 451.451 480.02 438.75 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"289" 72400008 0 1 0 1 1 -0.9295 0.6818 -0.7823 -1.3574 -1.7521 -1.0118 -0.9007 -2.5024 1.314 -1.3914 2 100 100 100 397.767 506.436 465.957 23 15.8904 -1.4212 -1.4551 -2.0719 -2.0409 0.9042
"290" 72400009 1 3 0 2 1 0.8207 -0.6659 -0.7823 -1.9393 -0.2839 -1.6291 -1.8243 -2.3208 -1.1481 -1.4837 2 240 180 180 305.428 426.586 427.885 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"291" 72400009 1 3 0 3 1 0.4637 1.4685 0.2907 -0.8097 0.0739 -1.0527 -0.628 -1.1652 0.3485 0.5029 0 220 165 330 362.808 329.764 407.434 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"293" 72400009 1 3 3 6 1 1.3423 0.1853 -0.7823 -1.0468 -0.8404 -1.0527 -0.4638 0.1765 -0.2023 -1.1847 2 220 165 165 341.114 346.871 354.625 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"295" 72400009 1 1 0 6 1 -0.2459 -1.8288 1.1729 -1.583 0.4541 -1.6618 -2.3489 -0.2203 -2.1007 1.0346 2 220 165 165 344.359 413.367 385.519 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"296" 72400009 0 3 3 2 1 -0.2006 1.4685 -0.7823 -0.8847 -0.1635 1.1793 -1.379 -0.9175 1.314 -2.4468 1 180 135 135 398.305 406.056 367.603 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"298" 72400009 1 3 0 5 0 0.4637 -0.6659 2.0987 -1.3186 -0.9323 -0.1357 -1.0475 -1.135 1.314 -1.0691 0 220 165 165 489.065 461.84 488.362 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"301" 72400009 1 2 0 5 1 0.4637 2.7249 -0.7823 -0.6269 -1.7521 -1.3525 0.6235 -0.7421 -0.8065 0.2127 2 220 165 165 340.175 412.852 478.262 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"303" 72400009 0 2 0 1 1 -1.1858 2.7249 -0.7823 -2.1712 -1.7521 -2.049 -1.4865 -2.8468 -0.7769 -0.6576 2 340 255 255 379.805 345.195 437.341 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"304" 72400009 1 2 0 6 1 -0.4342 -0.322 -0.7823 -0.4618 -1.2379 0.0477 0.124 -0.3365 -0.2023 -0.6576 0 220 165 165 359.359 374.785 374.474 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"306" 72400009 0 1 0 5 0 -0.0845 2.7249 -0.7823 -0.0695 0.0307 -0.4903 -0.0695 0.4637 1.314 -1.0657 2 220 165 0 453.862 406.322 416.709 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"307" 72400009 0 3 3 6 1 0.8794 -1.1728 -0.7823 -0.9443 -0.7075 -1.0118 -0.4283 0.2919 0.1694 -1.3914 2 220 165 165 493.585 515.599 542.634 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"308" 72400009 0 3 0 6 0 1.4083 0.6818 1.1928 -0.1987 0.5143 -0.1357 -0.9749 0.0732 0.6259 0.5029 2 240 180 0 486.543 520.438 447.693 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"309" 72400009 1 3 0 5 0 -0.687 -0.8997 0.1462 -1.963 -0.8795 -2.049 -1.3453 -1.2428 -0.4301 -0.6576 2 220 165 165 504.834 482.347 536.624 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"310" 72400009 1 1 0 2 1 -0.6133 -0.8453 2.0327 -0.2093 -0.0636 1.1793 -0.5284 -1.0725 -0.2023 -1.5847 2 50 0 25 401.9 263.942 313.294 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"314" 72400009 1 2 0 4 1 -0.7592 0.3241 -0.7823 -0.2952 -1.2379 -0.6853 0.6235 -0.9848 -0.8998 1.0346 0 220 165 165 459.911 423.884 486.811 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"315" 72400009 1 3 3 2 1 -0.9823 0.6818 -0.7823 -1.356 -1.7521 -0.1357 -1.1914 -1.8676 1.314 1.0346 0 220 165 220 396.657 377.515 378.448 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"317" 72400009 0 3 3 6 0 -0.2006 -0.4415 0.2907 -0.9987 -1.7521 0.1806 -0.6148 -0.7474 -1.1387 0.2127 2 220 165 165 479.111 438.337 519.547 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"319" 72400009 1 1 0 2 0 -0.687 0.3241 -0.7823 0.4539 0.4541 -0.1357 0.4522 -1.163 0.0838 1.0346 1 220 165 165 401.56 391.508 368.14 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"320" 72400009 0 2 0 4 0 1.0944 -1.1224 0.2907 -1.2823 -1.7521 -0.8243 -0.7829 -1.3854 1.314 -0.6576 1 220 165 165 431.261 550.382 547.922 48 7.4228 -1.4212 0.5116 0.8944 0.9028 -0.5083
"321" 72400010 0 1 0 5 0 1.4083 -0.5915 -0.7823 -0.2896 0.5143 -0.1357 -1.01 -0.5173 -0.4377 -1.5824 1 180 180 135 511.088 596.705 524.772 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"322" 72400010 0 1 0 3 1 1.8905 -1.6852 1.4721 -0.1598 1.802 -1.0118 -0.8198 0.0027 1.314 -2.4468 1 270 270 270 464.306 479.573 405.849 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"323" 72400010 1 1 0 4 0 -0.687 0.6818 -0.7823 -0.1988 0.7064 -0.1357 -0.6072 -0.6306 1.314 1.0346 0 180 180 180 408.919 501.65 484.142 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"325" 72400010 1 1 0 5 1 0.5949 -1.0523 -0.7823 -0.9527 -0.2203 -1.0527 -1.0182 -0.5489 -1.1481 0.2127 1 220 220 165 344.859 359.826 420.321 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"329" 72400010 0 1 0 6 0 -0.3009 0.171 -0.7823 0.9414 -0.2784 1.1191 1.7827 0.8382 -2.7106 1.0346 1 240 240 360 441.493 436.758 434.639 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"333" 72400010 0 1 0 2 0 1.1422 2.7249 -0.7823 0.1074 1.0094 0.0477 -0.5549 -1.2784 0.7015 0.2127 0 180 180 180 534.942 604.734 521.657 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"334" 72400010 1 1 0 4 0 -1.2792 2.7249 -0.7823 1.4977 0.7064 1.1793 0.9896 0.5501 -2.7106 1.0346 1 220 220 275 472.479 464.034 452.82 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"335" 72400010 1 1 0 6 0 0.4637 0.9423 0.1462 1.1636 1.802 0.0477 0.647 1.3431 -2.1007 1.0346 0 220 220 330 614.6 543.827 569.914 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"337" 72400010 1 2 3 6 0 1.8905 0.0789 2.9705 0.5946 0.7064 1.1793 0.119 0.2763 -2.7106 -2.4468 1 220 220 330 563.959 509.458 517.386 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"338" 72400010 1 1 0 6 0 0.4637 2.7249 -0.7823 -0.3721 -0.5491 1.1793 -0.3997 0.764 -0.3971 0.6364 0 200 200 250 580.904 498.112 515.448 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"339" 72400010 1 1 0 5 1 -0.2006 0.9423 0.2308 -0.0746 -0.5685 -0.6947 0.6778 -0.2184 -2.7106 -1.58 0 300 300 150 351.327 479.221 377.302 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"340" 72400010 1 1 0 5 0 -0.9295 -0.0358 -0.7823 0.0217 -0.5685 -0.1357 0.3352 -0.5679 -1.8485 -1.0657 0 220 220 330 642.148 667.946 598.446 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"341" 72400010 0 1 0 6 1 0.4637 -1.2185 -0.7823 -0.3459 0.7064 -0.1357 -1.0527 0.3937 -0.2023 -0.6576 1 200 200 150 517.342 516.731 444.095 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"342" 72400010 0 1 0 5 1 -1.4242 0.4402 0.7703 0.1219 0.7064 1.1793 -0.3922 -0.145 -1.3684 1.0346 0 200 200 250 535.68 495.066 492.3 33 16.1212 -1.4212 -1.4551 -0.0956 -2.0409 0.9042
"344" 72400011 0 1 1 5 0 -1.8939 -0.3086 -0.7823 0.1786 0.3169 0.031 -0.2086 0.3763 -0.1206 -1.3939 1 200 150 0 567.824 629.307 616.542 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"346" 72400011 1 1 0 5 0 -1.8939 -0.6985 -0.7823 0.8786 0.6713 1.1793 0.4061 0.0608 -0.7769 0.5029 1 240 180 0 500.547 447.615 432.663 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"347" 72400011 1 1 1 6 0 -1.8939 0.8801 0.8233 -0.6721 -0.8726 -0.1357 -0.3505 -0.0921 -0.1283 1.0346 1 240 180 180 416.675 361.862 428.926 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"348" 72400011 0 3 3 2 0 -1.8939 1.4685 -0.7823 -1.8983 -1.8115 -0.1357 -2.0219 -2.0425 0.0838 1.0346 1 240 180 0 535.064 550.188 513.199 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"350" 72400011 0 2 0 4 0 1.0109 -0.9131 0.8615 0.031 -0.8726 -0.1357 0.6117 -0.533 -0.3971 -1.7671 0 220 165 275 480.289 499.485 502.331 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"352" 72400011 1 1 1 6 0 0.855 -0.2444 0.2907 1.3902 0.8723 1.1793 0.6918 1.4001 0.6259 1.0346 0 220 165 330 622.907 621.565 524.754 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"353" 72400011 1 1 0 3 0 0.6556 -0.3184 -0.7823 -1.336 -0.2192 -1.3525 -1.3406 -1.4018 -1.5447 -0.6576 1 240 180 360 556.249 574.744 594.866 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"354" 72400011 0 1 0 6 0 0.176 0.6818 -0.7823 0.9139 0.8723 1.1793 0.4831 0.8247 -1.3684 -0.6576 1 240 180 180 448.726 492.293 497.411 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"357" 72400011 0 1 1 6 0 1.8905 -1.1224 -0.7823 0.547 0.1112 1.1793 0.6923 0.973 -2.1007 1.0346 0 240 180 0 488.78 542.053 514.998 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"358" 72400011 0 2 1 6 0 1.1911 -0.4827 -0.7823 0.1304 0.4531 -1.0193 -0.1241 -0.2696 -0.1298 0.2127 0 240 180 180 488.692 539.93 457.362 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"360" 72400011 0 1 0 5 0 0.052 -0.1136 0.7703 0.1791 0.224 1.1793 0.0283 0.0277 0.6259 0.2169 0 220 165 0 414.399 436.561 415.739 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"361" 72400011 1 1 1 6 0 0.9109 -0.9879 -0.7823 0.8306 1.1612 1.1793 -0.2703 0.8866 1.314 -1.2947 0 240 180 240 533.119 573.943 579.396 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"364" 72400011 0 1 1 5 0 -0.687 0.9423 -0.7823 0.9574 1.1612 1.1793 0.1966 0.1025 0.7628 -0.6439 0 220 220 0 536.582 515.988 521.417 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"367" 72400011 1 1 0 5 1 -0.6133 0.3241 -0.7823 -0.3976 -0.8726 1.1793 -0.1978 -1.4323 -1.555 -0.6576 2 240 180 240 486.732 387.82 514.795 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"368" 72400011 0 1 0 6 0 -1.8939 0.6818 -0.7823 -0.7503 -1.8115 -0.6853 -0.5407 0.5723 -0.0771 1.0346 0 220 165 330 600.205 690.813 636.971 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"369" 72400011 0 1 0 5 1 0.4637 0.6818 0.7703 -0.5506 -0.4132 0.0477 -0.4455 -0.5357 0.7628 -0.6576 2 200 150 150 439.862 390.736 466.653 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"371" 72400011 1 1 1 4 0 -0.13 0.7563 0.1462 -0.3296 -0.5011 -0.6853 -0.1084 -0.952 0.1155 -0.6576 0 240 180 180 492.947 437.775 487.426 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"374" 72400011 1 1 0 2 1 -0.0845 -0.1657 -0.7823 -0.2601 0.4242 1.1793 -0.6309 -1.602 0.6259 0.2127 0 200 200 200 426.395 498.578 456.165 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"376" 72400011 0 1 1 6 0 0.1097 0.6818 1.4812 1.5268 0.6713 1.1793 1.5657 0.584 -1.1481 -0.6576 1 200 150 150 468.288 508.76 450.499 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"378" 72400011 1 1 1 2 1 -1.4242 -0.6693 -0.7823 -0.2827 -0.8726 -1.0118 0.3334 -1.0343 -1.415 -1.5847 0 120 120 60 476.064 424.971 432.063 28 11.9497 -0.6884 -0.0097 0.0645 -0.1459 0.9042
"382" 72400012 1 1 2 6 0 -0.3009 0.0544 -0.7823 0.6212 0.5143 1.1793 0.011 1.156 -0.9422 1.0346 0 220 220 165 459.07 522.985 498.4 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"384" 72400012 1 1 2 6 0 0.3335 1.4685 -0.7823 -0.6053 -1.7521 -1.0118 0.1616 -0.5935 1.314 0.005 1 200 150 150 587.427 542.133 493.599 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"386" 72400012 0 1 0 5 0 -0.2006 0.2033 -0.7823 -0.4699 0.1986 1.1793 -1.0488 -0.5215 -0.4671 -0.6576 0 250 150 150 517.414 472.214 471.264 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"387" 72400012 1 1 0 6 0 -0.2459 1.4326 -0.7823 -0.5364 -0.8795 -1.4272 0.1803 0.084 0.4394 -0.6576 0 220 165 165 472.02 457.474 511.107 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"391" 72400012 0 2 3 4 0 -1.1597 0.9303 0.2907 -0.7578 0.0753 -0.6853 -0.7078 -1.333 -1.3245 1.0346 0 200 200 200 531.19 512.996 534.305 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"394" 72400012 1 1 0 5 0 -0.0288 0.9423 -0.7823 0.0294 -0.2839 -0.6853 0.077 0.5807 1.314 -0.6576 0 240 180 180 499.598 549.589 565.508 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"396" 72400012 0 1 2 6 0 0.9606 -0.1843 -0.7823 -0.1361 -0.1824 0.1806 -0.264 0.2982 -0.9734 0.5029 0 220 220 165 558.684 608.298 537.546 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"398" 72400012 0 1 0 5 0 -1.4869 1.4326 -0.7823 -0.0755 0.0739 -0.6853 -0.1208 0.1182 1.314 1.0346 0 240 180 0 503.827 490.98 566.963 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"402" 72400012 0 1 0 6 0 -0.13 -0.0358 -0.7823 -0.4154 -0.5491 -0.6853 -0.1232 0.2149 -0.6262 1.0346 0 200 150 150 528.19 510.27 493.887 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
"403" 72400012 0 1 0 6 0 -0.687 0.9423 -0.7823 2.0091 1.802 -0.1357 1.4783 1.5522 -0.3673 0.5029 0 200 150 150 669.444 631.435 607.494 23 7.7576 0.7566 0.6736 0.1795 0.6015 0.287
